SPU,Action,ProductID
MK15172,删除,"16067883731547269861522665"""
MK21388,保留,"16067882876707849348722665"""
MK21388,删除,"16067882870294926295782665"""
MK22943,保留,"16067883221669555745212665"""
MK22943,删除,"16067883220786403093382665"""
MK12025,保留,"16067882875265343835692665"""
MK12025,删除,"16067882867332069477182665"""
MK5565,保留,"16067882804444185724802665"""
MK5565,删除,"16067882797869194298812665"""
MK12205,删除,"16067883863263179408742665"""
MK12205,保留,"16067883748664056710402665"""
MK15235,删除,"16067883862085922161392665"""
MK15235,保留,"16067883738075955692822665"""
MK22851,保留,"16067883234274781928732665"""
MK22851,删除,"16067883218258580445172665"""
MK22707,保留,"16067883219459493564262665"""
MK22707,删除,"16067883214213929213672665"""
MK22575,保留,"16067883233070512879552665"""
MK22575,删除,"16067883212977616162342665"""
MK22546,保留,"16067883218926313155492665"""
MK22546,删除,"16067883212250323846432665"""
MK23143,删除,"16067883858249475701272665"""
MK23143,保留,"16067883750649304202822665"""
MK22120,保留,"16067883752413931782842665"""
MK22120,删除,"16067883735959677184752665"""
MK22846,保留,"16067883228919829642632665"""
MK22846,删除,"16067883214987693934292665"""
MK21398,保留,"16067882878029557940012665"""
MK21398,删除,"16067882874529495132652665"""
MK22914,保留,"16067883234443895786372665"""
MK22914,删除,"16067883216507877468862665"""
MK22652,保留,"16067883226597024085272665"""
MK22652,删除,"16067883215319379490032665"""
MK22749,保留,"16067883229790567633282665"""
MK22749,删除,"16067883225160559332742665"""
MK5567,保留,"16067882810736312332732665"""
MK5567,删除,"16067882806675051655242665"""
MK24021,保留,"16067883907690925101482665"""
MK24021,删除,"16067883857707739399242665"""
MK24021,删除,"16067883744042101002232665"""
MK21184,保留,"16067882875078110581282665"""
MK21184,删除,"16067882868526104413962665"""
MK12236,删除,"16067883859695000633782665"""
MK12236,删除,"16067883750277688864332665"""
MK12236,保留,"16067883745846490582622665"""
MK22542,保留,"16067883228201429733952665"""
MK22542,删除,"16067883212756659750692665"""
MK22548,保留,"16067883225558011582982665"""
MK22548,删除,"16067883211989773687352665"""
MK15501,删除,"16067883746431344813682665"""
MK15501,保留,"16067883738280469482872665"""
MK22744,保留,"16067883230594363573202665"""
MK22744,删除,"16067883215634287839842665"""
MK5475,保留,"16067882819357788570142665"""
MK5475,删除,"16067882802169698071552665"""
MK22656,保留,"16067883219390035409152665"""
MK22656,删除,"16067883213923347348382665"""
MK4183,保留,"16067882816134549360152665"""
MK4183,删除,"16067882806967142990912665"""
MK22940,保留,"16067883227855986860842665"""
MK22940,删除,"16067883223528975082322665"""
MK21448,保留,"16067882877634790524962665"""
MK21448,删除,"16067882873149401351392665"""
MK24034,保留,"16067883897585168565882665"""
MK24034,删除,"16067883863733779834912665"""
MK24034,删除,"16067883745465815546802665"""
MK6429,保留,"16067882808277779098362665"""
MK6429,删除,"16067882800936069859452665"""
MK22580,保留,"16067883233114805208142665"""
MK22580,删除,"16067883213320206916452665"""
MK23021,保留,"16067883228826883865242665"""
MK23021,删除,"16067883218760722515362665"""
MK20823,保留,"16067882872155016242482665"""
MK20823,删除,"16067882865653676789022665"""
MK21404,保留,"16067882878612566679392665"""
MK21404,删除,"16067882876161918250432665"""
MK5718,保留,"16067882806853225692702665"""
MK5718,删除,"16067882800759908612132665"""
MK13102,删除,"16067883275142570150062665"""
MK13102,保留,"16067883201610884551132665"""
MK22709,保留,"16067883226932736658572665"""
MK22709,删除,"16067883214288755597862665"""
MK5531,保留,"16067882806376920534892665"""
MK5531,删除,"16067882800682230588472665"""
MK24019,删除,"16067883861276421015702665"""
MK24019,保留,"16067883743537945654282665"""
MK14877,删除,"16067883740787992662182665"""
MK14877,保留,"16067883728374698319842665"""
MK23119,保留,"16067883231560563439712665"""
MK23119,删除,"16067883216005568103302665"""
MK22605,保留,"16067883222268334590212665"""
MK22605,删除,"16067883213311817822112665"""
MK12145,删除,"16067883748029206858602665"""
MK12145,保留,"16067883738662486685412665"""
MK3610,保留,"16067882808273417505562665"""
MK3610,删除,"16067882806883928481872665"""
MK3610,删除,"16067882803421110612452665"""
MK7942,删除,"16067884308612532157802665"""
MK7942,保留,"16067882814155844498972665"""
MK22911,保留,"16067883227720426955092665"""
MK22911,删除,"16067883223370597675172665"""
MK22577,保留,"16067883232903747350802665"""
MK22577,删除,"16067883212432356166472665"""
MK24001,保留,"16067883903157050246292665"""
MK24001,删除,"16067883859849854814372665"""
MK24001,删除,"16067883752606702470822665"""
MK15128,删除,"16067883876204956062312665"""
MK15128,保留,"16067883746055031857682665"""
MK23139,保留,"16067883747307450543192665"""
MK23139,删除,"16067883744272452173202665"""
MK22597,保留,"16067883226826704655822665"""
MK22597,删除,"16067883224660430039622665"""
MK12386,删除,"16067883739322670135882665"""
MK12386,删除,"16067883738573735211432665"""
MK12386,保留,"16067883268071812471302665"""
MK20828,删除,"16067883734321382043022665"""
MK20828,保留,"16067882877232976206792665"""
MK20828,删除,"16067882865075198859752665"""
MK22655,保留,"16067883233152385694712665"""
MK22655,删除,"16067883220908541712972665"""
MK22710,保留,"16067883224013668362552665"""
MK22710,删除,"16067883215518525528372665"""
MK21499,删除,"16067883750981493563402665"""
MK21499,保留,"16067883265461444954932665"""
MK5677,保留,"16067882825524422084182665"""
MK5677,删除,"16067882798583400860042665"""
MK5264,保留,"16067882801616217717132665"""
MK5264,删除,"16067882798144005099232665"""
MK23006,保留,"16067883233584567263402665"""
MK23006,删除,"16067883222037480096022665"""
MK22870,保留,"16067883227694254496702665"""
MK22870,删除,"16067883220420156475262665"""
MK11341,保留,"16067882874874938013882665"""
MK11341,删除,"16067882862819334395472665"""
MK22539,保留,"16067883216508884589702665"""
MK22539,删除,"16067883211506924931272665"""
MK12168,删除,"16067883730565970493562665"""
MK12168,保留,"16067883266962502950482665"""
MK22999,保留,"16067883232421738417252665"""
MK22999,删除,"16067883223486696010352665"""
MK22660,保留,"16067883230517691691552665"""
MK22660,删除,"16067883220891596723132665"""
MK4845,保留,"16067882818920742095232665"""
MK4845,删除,"16067882810196085982092665"""
MK12198,删除,"16067883745411960682482665"""
MK12198,保留,"16067883733404339423532665"""
MK5439,保留,"16067882811065649564402665"""
MK5439,删除,"16067882804362480201982665"""
MK20919,保留,"16067882872216756388212665"""
MK20919,删除,"16067882869755371032292665"""
MK7067,删除,"16067884304495738890322665"""
MK7067,保留,"16067882813659071619212665"""
MK22538,保留,"16067883222094858658332665"""
MK22538,删除,"16067883212312735091862665"""
MK22646,保留,"16067883222421007256282665"""
MK22646,删除,"16067883212931478816512665"""
MK22706,保留,"16067883230750392166072665"""
MK22706,删除,"16067883215636637129692665"""
MK22827,保留,"16067883233409748671512665"""
MK22827,删除,"16067883218053226837882665"""
MK22989,保留,"16067883231312764445862665"""
MK22989,删除,"16067883221879271430302665"""
MK22839,保留,"16067883227200836574602665"""
MK22839,删除,"16067883217495552180462665"""
MK3609,保留,"16067882808049273423722665"""
MK3609,删除,"16067882796889740904172665"""
MK6460,保留,"16067882827181003918812665"""
MK6460,删除,"16067882804132800121582665"""
MK12214,保留,"16067883859779222259142665"""
MK12214,删除,"16067883751184330106732665"""
MK21394,保留,"16067882874657673064142665"""
MK21394,删除,"16067882867985038720832665"""
MK23030,保留,"16067883229178702568252665"""
MK23030,删除,"16067883218582548480302665"""
MK23050,保留,"16067883227298312201402665"""
MK23050,删除,"16067883216171326518272665"""
MK22704,保留,"16067883224977519430622665"""
MK22704,删除,"16067883219615185652972665"""
MK14564,删除,"16067883734883922102202665"""
MK14564,保留,"16067883445674749472672665"""
MK22658,保留,"16067883229404355635972665"""
MK22658,删除,"16067883214765060759712665"""
MK24026,保留,"16067883752207404734712665"""
MK24026,删除,"16067883749021411415952665"""
MK24026,删除,"16067883748280865101882665"""
MK22828,保留,"16067883224385954792512665"""
MK22828,删除,"16067883221312704841842665"""
MK11340,保留,"16067882871913423850112665"""
MK11340,删除,"16067882862665319073712665"""
MK23026,保留,"16067883232003649717852665"""
MK23026,删除,"16067883222880199656742665"""
MK22841,保留,"16067883220150882154382665"""
MK22841,删除,"16067883214450655725142665"""
MK3273,保留,"16067882812129660607112665"""
MK3273,删除,"16067882796525507064272665"""
MK23019,保留,"16067883234769541543582665"""
MK23019,删除,"16067883216063113474342665"""
MK4405,保留,"16067884304009032338692665"""
MK4405,删除,"16067882816326145647122665"""
MK4405,删除,"16067882797229647304202665"""
MK12274,删除,"16067883861718668422152665"""
MK12274,保留,"16067883745564969372642665"""
MK14806,保留,"16067883751444880263882665"""
MK14806,删除,"16067883718028859814932665"""
MK23000,保留,"16067883233737407693212665"""
MK23000,删除,"16067883216800472119802665"""
MK15372,保留,"16067883743216829742482665"""
MK15372,删除,"16067883733087418290282665"""
MK15372,删除,"16067883730712099568392665"""
MK4836,保留,"16067882816516902584802665"""
MK4836,删除,"16067882801990014570052665"""
MK22915,保留,"16067883224572853457882665"""
MK22915,删除,"16067883215151943356282665"""
MK22650,保留,"16067883222776013628042665"""
MK22650,删除,"16067883213970491327862665"""
MK4837,保留,"16067882812403129230202665"""
MK4837,删除,"16067882797231325025852665"""
MK22228,删除,"16067883753167228778232665"""
MK22228,保留,"16067883751598726857612665"""
MK11426,保留,"16067882872010564410932665"""
MK11426,删除,"16067882863614909976512665"""
MK4900,保留,"16067882807408384248492665"""
MK4900,删除,"16067882801613030046042665"""
MK4481,保留,"16067882806178614321122665"""
MK4481,删除,"16067882799059538255472665"""
MK22528,保留,"16067883218857191033902665"""
MK22528,删除,"16067883211545344747542665"""
MK6556,删除,"16067883746655488412542665"""
MK6556,保留,"16067882827375955648092665"""
MK3685,保留,"16067882815787429233162665"""
MK3685,删除,"16067882800039159894432665"""
MK3614,保留,"16067882805804314630822665"""
MK3614,删除,"16067882796895109138282665"""
MK5476,保留,"16067882809855340720272665"""
MK5476,删除,"16067882802338476868182665"""
MK0000,保留,"16067840245102886270682665"""
MK0000,删除,"16067840245100873004712665"""
MK5424,保留,"16067882819136664868642665"""
MK5424,删除,"16067882799254992340512665"""
MK23083,删除,"16067883898195691457732665"""
MK23083,保留,"16067883862539410312422665"""
MK23083,删除,"16067883745720326393792665"""
MK22848,保留,"16067883227556680838142665"""
MK22848,删除,"16067883220319829199722665"""
MK3287,保留,"16067882823316876008722665"""
MK3287,删除,"16067882798768453077562665"""
MK5566,保留,"16067882816695076146592665"""
MK5566,删除,"16067882809863897102082665"""
MK5566,删除,"16067882799736163370162665"""
MK4287,保留,"16067882812378466722122665"""
MK4287,删除,"16067882807043479807212665"""
MK21926,保留,"16067883752962379453972665"""
MK21926,删除,"16067883750823116643502665"""
MK4433,保留,"16067882808754252521512665"""
MK4433,删除,"16067882800408258169802665"""
MK4119,保留,"16067882808455618074812665"""
MK4119,删除,"16067882799030009870552665"""
MK15974,保留,"16067883744856803086282665"""
MK15974,删除,"16067883195531156535282665"""
MK15940,删除,"16067883885407091269942665"""
MK15940,删除,"16067883864661727656802665"""
MK15940,保留,"16067883745873166832362665"""
MK13104,删除,"16067883270054543860832665"""
MK13104,保留,"16067883201758523567282665"""
MK3410,保留,"16067882807859187563692665"""
MK3410,删除,"16067882796159763759702665"""
MK23146,保留,"16067883889100259829722665"""
MK23146,删除,"16067883856679128281242665"""
MK23146,删除,"16067883751742339824212665"""
MK3294,保留,"16067882805624462873922665"""
MK3294,删除,"16067882796505877720522665"""
MK12023,保留,"16067882873610271468312665"""
MK12023,删除,"16067882872312218267072665"""
MK5420,保留,"16067882819331616121022665"""
MK5420,删除,"16067882810770370568112665"""
MK5465,保留,"16067882812630124474682665"""
MK5465,删除,"16067882799884305706982665"""
MK20913,保留,"16067882874168784996442665"""
MK20913,删除,"16067882869033111403192665"""
MK22838,保留,"16067883224325389039812665"""
MK22838,删除,"16067883217699730901022665"""
MK5452,保留,"16067882816492239598172665"""
MK5452,删除,"16067882798433579842632665"""
MK12175,删除,"16067883739110270578262665"""
MK12175,保留,"16067883266011234797592665"""
MK22543,保留,"16067883225384199138792665"""
MK22543,删除,"16067883211838107651342665"""
MK11386,保留,"16067882872067439174092665"""
MK11386,删除,"16067882863806337529262665"""
MK3333,删除,"16067882862320043964582665"""
MK3333,保留,"16067882795320400124392665"""
MK21256,保留,"16067882874303170976752665"""
MK21256,删除,"16067882869738929360252665"""
MK22908,保留,"16067883228530934260562665"""
MK22908,删除,"16067883221705459470052665"""
MK12021,保留,"16067882877236667194372665"""
MK12021,删除,"16067882867097524473662665"""
MK18023,删除,"16067883204662827432802665"""
MK18023,保留,"16067883197329841862402665"""
MK22873,保留,"16067883231899967001962665"""
MK22873,删除,"16067883226089681556372665"""
MK4276,保留,"16067882809349172599062665"""
MK4276,删除,"16067882808437834225112665"""
MK7024,删除,"16067884304397592662682665"""
MK7024,保留,"16067882827606642362022665"""
MK5421,保留,"16067882819088682029792665"""
MK5421,删除,"16067882797390372547072665"""
MK5679,保留,"16067882811427030794902665"""
MK5679,删除,"16067882806707935485332665"""
MK21939,删除,"16067883897643721527582665"""
MK21939,删除,"16067883862783350550422665"""
MK21939,保留,"16067883750113775468382665"""
MK22547,保留,"16067883230272241507752665"""
MK22547,删除,"16067883212149492787192665"""
MK24032,删除,"16067883907242637407142665"""
MK24032,保留,"16067883866269488749752665"""
MK24032,删除,"16067883748441255288932665"""
MK8001,删除,"16067883899784829353942665"""
MK8001,删除,"16067883880655615926742665"""
MK8001,删除,"16067883858698769550262665"""
MK8001,删除,"16067883743875838789082665"""
MK8001,保留,"16067882827689857358362665"""
MK20857,保留,"16067882874912015662642665"""
MK20857,删除,"16067882866201788433782665"""
MK22574,保留,"16067883228417687569062665"""
MK22574,删除,"16067883212728474022592665"""
MK5910,保留,"16067882826274698701262665"""
MK5910,删除,"16067882800925164668162665"""
MK0125,删除,"16067883741899986057802665"""
MK0125,保留,"16067882793489669828902665"""
MK5462,保留,"16067882819526902910172665"""
MK5462,删除,"16067882811063635820462665"""
MK4373,保留,"16067882816323293031692665"""
MK4373,删除,"16067882800528383516372665"""
MK12067,保留,"16067883902287990464692665"""
MK12067,删除,"16067883856211547760452665"""
MK12067,删除,"16067883751799550610712665"""
MK20995,保留,"16067882875080459391562665"""
MK20995,删除,"16067882866543708089632665"""
MK22774,保留,"16067883229743088110942665"""
MK22774,删除,"16067883221420581864612665"""
MK4184,保留,"16067882808572554785562665"""
MK4184,删除,"16067882800198375193372665"""
MK23102,保留,"16067883753046097762662665"""
MK23102,删除,"16067883744145448646112665"""
MK15161,删除,"16067883738733118766932665"""
MK15161,保留,"16067883737785541602692665"""
MK24029,删除,"16067883907044163422652665"""
MK24029,保留,"16067883860735188023172665"""
MK24029,删除,"16067883749979054902222665"""
MK21924,删除,"16067883745537286487642665"""
MK21924,保留,"16067883733437558312172665"""
MK15973,删除,"16067883744893545191122665"""
MK15973,保留,"16067883195495086006542665"""
MK15273,删除,"16067883866223015377212665"""
MK15273,保留,"16067883742721901864992665"""
MK3714,删除,"16067882812183012154602665"""
MK3714,保留,"16067882809849804238352665"""
MK3714,删除,"16067882809182574362862665"""
MK22822,保留,"16067883234053993763902665"""
MK22822,删除,"16067883214407706051052665"""
MK12247,删除,"16067883861769503387622665"""
MK12247,保留,"16067883746996736983412665"""
MK22549,保留,"16067883222183945676452665"""
MK22549,删除,"16067883212770082005482665"""
MK4842,保留,"16067882825209681029202665"""
MK4842,删除,"16067882807206050549002665"""
MK4842,删除,"16067882803128012647572665"""
MK22630,保留,"16067883229265104751502665"""
MK22630,删除,"16067883213122403060682665"""
MK6476,保留,"16067882826445490762892665"""
MK6476,删除,"16067882811241139250152665"""
MK6428,保留,"16067882817707413352052665"""
MK6428,删除,"16067882812913995453852665"""
MK22745,保留,"16067883229635042838062665"""
MK22745,删除,"16067883215677741310062665"""
MK21262,保留,"16067882875283967024702665"""
MK21262,删除,"16067882869233096300992665"""
MK5463,保留,"16067882826142494248822665"""
MK5463,删除,"16067882810531798553602665"""
MK22555,保留,"16067883232911800902962665"""
MK22555,删除,"16067883213469355880822665"""
MK22647,保留,"16067883225829131390312665"""
MK22647,删除,"16067883213688802347582665"""
MK22551,保留,"16067883230355959336152665"""
MK22551,删除,"16067883212041615285972665"""
MK22703,保留,"16067883226814121743242665"""
MK22703,删除,"16067883224722170680782665"""
MK6430,保留,"16067882822178709187972665"""
MK6430,删除,"16067882811631712832312665"""
MK23018,保留,"16067883234589186467942665"""
MK23018,删除,"16067883218586406765922665"""
MK22122,保留,"16067883903516250442132665"""
MK22122,删除,"16067883860008231734102665"""
MK22122,删除,"16067883749558114557072665"""
MK4281,保留,"16067882812282836108902665"""
MK4281,删除,"16067882797058016383112665"""
MK22798,保留,"16067883224432595454162665"""
MK22798,删除,"16067883221107519009492665"""
MK6421,保留,"16067882812723406275592665"""
MK6421,删除,"16067882803768231694982665"""
MK4193,保留,"16067882808661977348012665"""
MK4193,删除,"16067882807023178893502665"""
MK14609,保留,"16067884302411673609062665"""
MK14609,删除,"16067883726032430714512665"""
MK14609,删除,"16067735015953486359362665"""
MK22654,保留,"16067883224078931733472665"""
MK22654,删除,"16067883215338002201482665"""
MK4709,保留,"16067882808635134287292665"""
MK4709,删除,"16067882796999799442972665"""
MK23104,保留,"16067883231661394987582665"""
MK23104,删除,"16067883218703343962162665"""
MK3265,保留,"16067882818090604968162665"""
MK3265,删除,"16067882805470615316562665"""
MK3265,删除,"16067882796330052984802665"""
MK23017,保留,"16067883233916085046532665"""
MK23017,删除,"16067883218756192666982665"""
MK23142,删除,"16067883750551660804582665"""
MK23142,保留,"16067883741736408681252665"""
MK15037,删除,"16067883733587547104112665"""
MK15037,保留,"16067883728619141871682665"""
MK15513,保留,"16067883746532007624262665"""
MK15513,删除,"16067883746461376021262665"""
MK15513,删除,"16067883736512989774592665"""
MK15505,保留,"16067883891691500833962665"""
MK15505,删除,"16067883864131735887572665"""
MK15505,删除,"16067883746188410235102665"""
MK4111,删除,"16067883748355355455592665"""
MK4111,保留,"16067882815578384645582665"""
MK4111,删除,"16067882809152040307682665"""
MK22578,保留,"16067883222205084959722665"""
MK22578,删除,"16067883212590733077422665"""
MK22840,保留,"16067883219804768185242665"""
MK22840,删除,"16067883214947429091412665"""
MK15269,保留,"16067883862304025493912665"""
MK15269,删除,"16067883742411188308542665"""
MK24013,删除,"16067883855934387666032665"""
MK24013,保留,"16067883752093822980792665"""
MK22747,保留,"16067883226978706231572665"""
MK22747,删除,"16067883215798872810262665"""
MK22896,保留,"16067883220418814775282665"""
MK22896,删除,"16067883214654498903512665"""
MK5430,保留,"16067882825240215563342665"""
MK5430,删除,"16067882797549756100242665"""
MK12164,删除,"16067883267080110754942665"""
MK12164,保留,"16067883205943935643802665"""
MK22653,保留,"16067883230584129468712665"""
MK22653,删除,"16067883217194736700302665"""
MK11275,保留,"16067882870754789794912665"""
MK11275,删除,"16067882863210243047272665"""
MK3295,保留,"16067882823516692172382665"""
MK3295,删除,"16067882796794613613342665"""
MK22760,保留,"16067883229583201239492665"""
MK22760,删除,"16067883214834350654452665"""
MK8451,删除,"16067884303718618726862665"""
MK8451,保留,"16067882826851667650542665"""
MK24028,保留,"16067883749893322848562665"""
MK24028,删除,"16067883739838905074762665"""
MK21922,保留,"16067883898848492929862665"""
MK21922,删除,"16067883859242686887792665"""
MK21922,删除,"16067883743725514932142665"""
MK11348,保留,"16067882873963432350402665"""
MK11348,删除,"16067882863132900565502665"""
MK23128,保留,"16067883225239412248762665"""
MK23128,删除,"16067883223841366361962665"""
MK23028,保留,"16067883234472417054032665"""
MK23028,删除,"16067883232573236680332665"""
MK11276,保留,"16067882870711001258592665"""
MK11276,删除,"16067882862696189143142665"""
MK21936,删除,"16067883901600795215922665"""
MK21936,保留,"16067883868314799147802665"""
MK21936,删除,"16067883748036924379802665"""
MK22686,保留,"16067883229398987416522665"""
MK22686,删除,"16067883217203628617282665"""
MK11048,保留,"16067883898521337693812665"""
MK11048,删除,"16067883863534634289032665"""
MK11048,删除,"16067883748595605668322665"""
MK23101,保留,"16067883231582877615892665"""
MK23101,删除,"16067883228035503066572665"""
MK12061,保留,"16067882877421719880472665"""
MK12061,删除,"16067882875934754750622665"""
MK5423,保留,"16067882826005424866152665"""
MK5423,删除,"16067882810907775482732665"""
MK3289,删除,"16067882803310045930922665"""
MK3289,保留,"16067882795809623260292665"""
MK22748,保留,"16067883229712721348802665"""
MK22748,删除,"16067883214931154715182665"""
MK22629,保留,"16067883219145926916012665"""
MK22629,删除,"16067883212918560358432665"""
MK11674,删除,"16067883738569708679492665"""
MK11674,保留,"16067882874925605208792665"""
MK11674,删除,"16067882869239303872292665"""
MK12044,保留,"16067882877351758899092665"""
MK12044,删除,"16067882872490225013062665"""
MK15668,删除,"16067883879252704644712665"""
MK15668,保留,"16067883743270349062902665"""
MK22778,保留,"16067883219803594267652665"""
MK22778,删除,"16067883217369051970712665"""
MK21932,删除,"16067883860095976089632665"""
MK21932,保留,"16067883739786896185502665"""
MK22540,保留,"16067883219077811417932665"""
MK22540,删除,"16067883212204353799912665"""
MK11346,保留,"16067882878457712492382665"""
MK11346,删除,"16067882862835607810742665"""
MK4029,保留,"16067882808998024985592665"""
MK4029,删除,"16067882805955980178942665"""
MK22776,保留,"16067883233480715807262665"""
MK22776,删除,"16067883225218272471502665"""
MK12259,删除,"16067883860190935133352665"""
MK12259,保留,"16067883744710673058942665"""
MK4131,保留,"16067882816312220556812665"""
MK4131,删除,"16067882809457050099582665"""
MK12258,删除,"16067883750296647602262665"""
MK12258,保留,"16067883746997239827262665"""
MK22743,保留,"16067883230757103042822665"""
MK22743,删除,"16067883224913933781042665"""
MK23027,保留,"16067883233645132525632665"""
MK23027,删除,"16067883216968412053612665"""
MK9056,删除,"16067883740150458451772665"""
MK9056,保留,"16067882829111558643482665"""
MK22579,保留,"16067883228269041916602665"""
MK22579,删除,"16067883213779398834002665"""
MK22871,保留,"16067883220204233703062665"""
